src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
पाँव पीछे हटाना,to back out,to move the foot back,Pulling feet back,Pull your feet back,Pulling the legs back,-0.13707798719406128,0.05869707465171814,-0.08140118420124054,-0.7227862477302551,-0.31179168820381165,,0.7259637713432312,0.6974504590034485,0.6002842783927917,0.9828389883041382,0.7281964421272278,Pull your feet back,0.05869707465171814,mt_2,mt_1,0.7259637713432312,True
पैरों पर खड़ा होना,to become self-reliant,to stand on one’s feet,Standing on one's feet,Standing on my feet,Standing on one's feet,0.20269492268562317,0.5182868242263794,0.20269492268562317,-0.35551998019218445,0.3111742436885834,,0.495240718126297,0.46976926922798157,0.495240718126297,0.9839746356010437,0.5779693126678467,Standing on my feet,0.5182868242263794,mt_2,mt_1,0.495240718126297,True
"मुँह में राम, हाथ में छुरी",to be two-faced,"Ram in the mouth, knife in the hand","Mouth full of Ram, hand full of stick","Mouth full of Ram, hand full of club","Mouth full of Ram, hand full of stick",-0.02328035980463028,-0.26400429010391235,-0.02328035980463028,-0.8392245173454285,-0.06006566807627678,,0.4936075210571289,0.4835391342639923,0.4936075210571289,0.9665186405181885,0.462845116853714,"Mouth full of Ram, hand full of stick",-0.02328035980463028,mt_1,mt_1,0.4936075210571289,True
मुँह पर लौकी रखना,to keep completely silent,to place a bottle gourd on the mouth,Putting curry leaves in your mouth,Putting aloo on one's mouth,Putting curry in your mouth,-0.2592920958995819,-0.4109603762626648,-0.4345892071723938,-0.4834030568599701,-0.3032554090023041,,0.32495084404945374,0.347641259431839,0.3297721743583679,0.9831615686416626,0.3683437705039978,Putting curry leaves in your mouth,-0.2592920958995819,mt_1,mt_2,0.347641259431839,True
मुँह मियाँ मिट्ठू,to boast about oneself,mouth’s own ‘Mitthu’ (parrot),"Mouth, my candy","Mouth, my candy",Mouth tastes sweet,-0.5312413573265076,-0.5312413573265076,-0.6455135941505432,-0.8313645720481873,-0.8998625874519348,,0.33404242992401123,0.33404242992401123,0.36852189898490906,0.9636927247047424,0.3228565752506256,"Mouth, my candy",-0.5312413573265076,mt_1,mt_3,0.36852189898490906,False
मुँह का कौर छीनना,to snatch someone’s rightful share,to snatch the morsel from the mouth,To pull out one's toupee,To suck on the thumb,To pull out one's toupee,-0.48376724123954773,-0.672588050365448,-0.4837675988674164,-0.5000032782554626,-0.44448667764663696,,0.402663916349411,0.37744370102882385,0.4026640057563782,0.9701671004295349,0.4918895363807678,To pull out one's toupee,-0.48376724123954773,mt_1,mt_3,0.4026640057563782,True
मुँह का रख लेना,to save face,to keep/save the face of the mouth,"To keep the meaning and tone as closely as possible, the English translation would be:

""To keep one's mouth closed""

This phrase captures the essence of the Hindi expression, which often implies refraining from speaking or not sharing information.","To keep the meaning and tone as closely as possible to the original Hindi expression, we can translate it as:

""To hold one's mouth""

This captures the essence of the instruction to maintain silence or restraint through a physical action of holding the mouth closed.","To keep the meaning and tone as close to the original as possible, you might translate it to:

""Keeping one's mouth closed""

This conveys the idea of silence or not speaking, which is likely what ""मुँह का रख लेना"" means in this context.",0.14136087894439697,0.10757465660572052,-0.13574209809303284,-0.5722208619117737,-0.45750871300697327,,0.5009311437606812,0.4805821478366852,0.4278927445411682,0.9804351329803467,0.6464840769767761,"To keep the meaning and tone as closely as possible, the English translation would be:

""To keep one's mouth closed""

This phrase captures the essence of the Hindi expression, which often implies refraining from speaking or not sharing information.",0.14136087894439697,mt_1,mt_1,0.5009311437606812,True
मुँह की बात निकल जाना,to blurt something out,the words of the mouth to slip out,To let something out of one's mouth,Exposing something from the mouth,Speaking freely or letting something come out of one's mouth,-0.3136315643787384,-0.4122875928878784,-0.25284770131111145,-0.7515501379966736,-0.5637181401252747,,0.6458926796913147,0.6440920829772949,0.590095043182373,0.9814193844795227,0.5651592016220093,Speaking freely or letting something come out of one's mouth,-0.25284770131111145,mt_3,mt_1,0.6458926796913147,True
माथा ठनकना,to get suspicious suddenly,the forehead to tingle,To have a sore head,To squint,To squint,-0.6018034815788269,-0.652749240398407,-0.652749240398407,-0.605430543422699,-0.5370810627937317,,0.5335047245025635,0.5450364947319031,0.5450364947319031,0.9768239855766296,0.5680827498435974,To have a sore head,-0.6018034815788269,mt_1,mt_2,0.5450364947319031,True
माथा ठन जाना,to clash over ego,for foreheads to clash,To squint,To squint,Toan my fall,-0.7523054480552673,-0.7523054480552673,-0.5721353888511658,-0.5331153273582458,-0.6053741574287415,,0.5087942481040955,0.5087942481040955,0.5081915259361267,0.9807177186012268,0.6074223518371582,Toan my fall,-0.5721353888511658,mt_3,mt_1,0.5087942481040955,False
माथे पर लिखना,to be written on one’s fate/forehead,to be written on the forehead,Writing on one's forehead,Writing on one's forehead,Writing on one's forehead,0.3646460473537445,0.3646460473537445,0.3646467626094818,-0.26337483525276184,-0.0642382949590683,,0.7214593887329102,0.7214593887329102,0.7214594483375549,0.9656403660774231,0.8191259503364563,Writing on one's forehead,0.3646467626094818,mt_3,mt_3,0.7214594483375549,True
माथा टेकना,to bow in submission,to bow the forehead,To grab or grabby,To take someone by surprise,To grab (someone's) chin/take (someone's) by the chin,-1.04375159740448,-0.6354291439056396,-0.6838905215263367,-0.43455901741981506,-0.6754830479621887,,0.3557542860507965,0.4126654863357544,0.3551863431930542,0.9786304831504822,0.6286017298698425,To take someone by surprise,-0.6354291439056396,mt_2,mt_2,0.4126654863357544,False
दिल का हाल समझना,to understand true feelings,to understand the state of the heart,Understanding the state of the heart,Understanding the state of the heart,To understand the state of the heart,-0.13804396986961365,-0.13804396986961365,-0.2529837191104889,-0.18049666285514832,-0.26061809062957764,,0.7055339813232422,0.7055339813232422,0.7230676412582397,0.9786452651023865,0.7653636336326599,Understanding the state of the heart,-0.13804396986961365,mt_1,mt_3,0.7230676412582397,False
दिल बड़ा करना,to be generous/forgiving,to make the heart big,To expand on or intensify something,To expand on or intensify something,To expand on or amplify something,-0.28950902819633484,-0.28950902819633484,-0.30082643032073975,-0.3100329637527466,-0.277361124753952,,0.4646722674369812,0.4646722674369812,0.45759615302085876,0.9792405962944031,0.42360207438468933,To expand on or intensify something,-0.28950902819633484,mt_1,mt_1,0.4646722674369812,True
दिल छोटा करना,to get discouraged,to make the heart small,To make the heart smaller,To shrink the heart/lower one's emotions/still one's feelings,To make one's heart smaller,-0.079055055975914,-0.3313106894493103,-0.13237696886062622,-0.5062198042869568,-0.2637344300746918,,0.4724905490875244,0.4282780587673187,0.4704338014125824,0.9815078377723694,0.47745993733406067,To make the heart smaller,-0.079055055975914,mt_1,mt_1,0.4724905490875244,True
दिल बहला फुसलाना,to console and distract,to amuse and cajole the heart,Heart yearning to flutter,Heart yearning to flutter,Heart yearning to flutter,-0.2871163785457611,-0.2871163785457611,-0.2871163785457611,-0.6248108744621277,-0.5132280588150024,,0.4330708682537079,0.4330708682537079,0.4330708682537079,0.9776392579078674,0.645900547504425,Heart yearning to flutter,-0.2871163785457611,mt_1,mt_1,0.4330708682537079,True
दिल का धनी,large-hearted person,lord/owner of the heart,The wealth of the heart,The treasure of the heart,The wealth of the heart,-0.148350328207016,-0.11430492997169495,-0.148350328207016,-0.2760712802410126,-0.2718701660633087,,0.5589929223060608,0.5182141661643982,0.5589929223060608,0.9773997068405151,0.4858042895793915,The treasure of the heart,-0.11430492997169495,mt_2,mt_1,0.5589929223060608,True
दिल खोलकर हँसना,to laugh heartily,to laugh with the heart open,Laughing through tears,Laughing through tears,Laughing through letting my heart open,0.09139102697372437,0.09139102697372437,0.1400294452905655,0.11449776589870453,0.4910213053226471,,0.6042978763580322,0.6042978763580322,0.5991435647010803,0.982690155506134,0.8206396698951721,Laughing through letting my heart open,0.1400294452905655,mt_3,mt_1,0.6042978763580322,True
दिल लगा कर पढ़ना,to study diligently,to study with the heart attached,Feeling like reading,Heartfelt reading,Heart warmed by reading,-0.20792800188064575,0.23475492000579834,0.03708535060286522,-0.09230086207389832,-0.1797851324081421,,0.46764156222343445,0.5593041777610779,0.48425355553627014,0.9744828343391418,0.6457028985023499,Heartfelt reading,0.23475492000579834,mt_2,mt_2,0.5593041777610779,False
दिल हार बैठना,to lose one’s heart (fall in love),to sit having lost the heart,To heartbreak sink in,To lose one's heart,To lose one's heart,-0.5834271311759949,-0.28118857741355896,-0.28118857741355896,-0.15479741990566254,-0.494525283575058,,0.450893372297287,0.8038429617881775,0.8038429617881775,0.9649134278297424,0.5648871660232544,To lose one's heart,-0.28118857741355896,mt_2,mt_2,0.8038429617881775,False
दिमाग ठनकना,to get suspicious,for the brain to tinkle/click,Brain freeze,Brain freeze,Brain fumes,-0.25206637382507324,-0.25206589698791504,-0.45645689964294434,-0.6202611327171326,-0.579487144947052,,0.49852874875068665,0.49852874875068665,0.5384209752082825,0.9725420475006104,0.46477898955345154,Brain freeze,-0.25206589698791504,mt_2,mt_3,0.5384209752082825,True
दिमाग चकरा जाना,to get dizzy/confused,the brain to go dizzy,To spin one's mind,To spin one's mind,To spin one's mind away,-0.6744495630264282,-0.6744495630264282,-0.5142388939857483,-0.32948771119117737,-0.40221720933914185,,0.48536035418510437,0.48536035418510437,0.5007336139678955,0.9786809086799622,0.6910091042518616,To spin one's mind away,-0.5142388939857483,mt_3,mt_3,0.5007336139678955,False
दिमाग ठंडा रखना,to stay calm,to keep the brain cool,Keeping the brain cool,Keeping the brain cool,Keeping the brain cool,0.4597489535808563,0.4597489535808563,0.4597489535808563,0.23289808630943298,0.3352314829826355,,0.8293381333351135,0.8293381333351135,0.8293381333351135,0.9905966520309448,0.8367018103599548,Keeping the brain cool,0.4597489535808563,mt_1,mt_1,0.8293381333351135,True
दिमाग घिसना,to use brain excessively,to grind/wear down the brain,To concentrate,To concentrate,Brainwashing,-0.2838050127029419,-0.2838050127029419,-0.476173996925354,-0.23137041926383972,-0.5919532179832458,,0.6755673289299011,0.6755673289299011,0.5118081569671631,0.9759628772735596,0.57054203748703,To concentrate,-0.2838050127029419,mt_1,mt_1,0.6755673289299011,False
दिमाग पर जोर डालना,to strain the brain,to put pressure on the brain,Stimulating the Brain,Stimulating the Brain,Stress on the brain,0.022686637938022614,0.022686637938022614,0.029146183282136917,-0.12776464223861694,0.12235574424266815,,0.7449530959129333,0.7449530959129333,0.8351658582687378,0.9744865298271179,0.8750990629196167,Stress on the brain,0.029146183282136917,mt_3,mt_3,0.8351658582687378,True
दिमाग सातवें आसमान पर होना,to be over the moon / cocky,the brain to be on the seventh sky,The brain is located on the seventh heaven.,The brain is located at the seventh heaven,The brain is located at the seventh heaven,-0.052325714379549026,-0.03725196793675423,-0.03725196793675423,-0.6860994100570679,-0.24579977989196777,,0.4859963059425354,0.4972700774669647,0.4972700774669647,0.964554488658905,0.5385420322418213,The brain is located at the seventh heaven,-0.03725196793675423,mt_2,mt_2,0.4972700774669647,True
दाँत पीसकर रह जाना,to swallow anger silently,to remain gnashing the teeth,Going to bed with teeth exposed,"To keep the meaning and tone as close to the original as possible, the English translation would be:

""Going to get my teeth cleaned""

This preserves the colloquial and slightly informal tone of the Hindi phrase while conveying the same general idea in natural English.",Biting one's nails,-0.0014180205762386322,0.00915326178073883,-0.26456883549690247,-0.20363274216651917,0.06408670544624329,,0.529932975769043,0.48457086086273193,0.4352990984916687,0.9669855237007141,0.5479981303215027,"To keep the meaning and tone as close to the original as possible, the English translation would be:

""Going to get my teeth cleaned""

This preserves the colloquial and slightly informal tone of the Hindi phrase while conveying the same general idea in natural English.",0.00915326178073883,mt_2,mt_1,0.529932975769043,True
