src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
起死回生,Snatch a patient from the jaws of death,Come back to life,Bring someone back from the brink of death.,-0.6836369037628174,-0.7619145512580872,-1.1027953624725342,0.6287420392036438,0.48188287019729614,0.932561993598938,1.0,1.0
以小人之心，度君子之腹,Measure the stature of great men by the yardstick of small men,Belly sinister heart of a gentleman,Don't judge a gentleman by the standards of a petty person.,-0.887614369392395,-1.4134485721588135,-0.8917476534843445,0.6389904618263245,0.3403685390949249,0.9415246844291687,1.0,1.0
坐以待旦,Sit up and wait for daybreak,Sit back and wait,Sit tight.,-0.473382830619812,0.04559275135397911,-0.34764596819877625,0.5031751990318298,0.7533610463142395,0.9731426239013672,0.0,0.0
垂手而得,Acquire a thing easily,Hand in hand,fall into one's lap,-1.0417417287826538,-0.8339910507202148,-0.6783028841018677,0.4632331430912018,0.3509363830089569,0.977222740650177,0.0,1.0
越俎代庖,Take another's job into one's own hands,Over and over again,to take over someone else's job,-0.9043760299682617,-0.8033522367477417,-0.7770375609397888,0.7258594632148743,0.4119618237018585,0.9652172923088074,0.0,1.0
各得其所,Each is properly provided for,Get what they want,Everyone gets what they need.,-0.7225326895713806,-0.8796306848526001,-0.9172939658164978,0.711711585521698,0.5561697483062744,0.9672285318374634,1.0,1.0
新官上任三把火,A new broom sweeps clean,Three fires when the new official takes office,A new broom sweeps clean.,-0.9391414523124695,0.03663167729973793,-0.8762373924255371,0.9458076357841492,0.4420946538448334,0.9723994135856628,0.0,1.0
城门失火，殃及池鱼,In a disturbance innocent bystanders get into trouble,"Fire at the city gate, bringing disaster to Chiyu",Caught in the crossfire.,-0.32646819949150085,0.3070009648799896,-0.21802133321762085,0.5112190842628479,0.5074146389961243,0.9577808976173401,0.0,1.0
斯文扫地,Bring disgrace on the intellectuals,Sven sweeps the floor,bring shame on the intellectuals,-0.48621878027915955,-0.5143179893493652,-0.5269050598144531,0.8777351975440979,0.42155519127845764,0.9629409313201904,1.0,1.0
跳梁小丑,Contemptible rebel,Jumping beam clown,a petty rabble-rouser,-1.102439284324646,-0.40662333369255066,-0.5939645767211914,0.35153326392173767,0.4315696358680725,0.9800236821174622,0.0,0.0
城下之盟,Treaty made under coercion,Alliance under the city,A treaty signed under duress.,-0.17467524111270905,-0.800601601600647,-0.8783057332038879,0.6457195281982422,0.4194956123828888,0.9806458353996277,1.0,1.0
蹈常袭故,Follow mere routine,Repeat the same,Stick to the same old routine.,-0.6045152544975281,-0.78995281457901,-0.5791781544685364,0.681718647480011,0.5528376698493958,0.9862313270568848,1.0,1.0
方兴未艾,Rising,In the ascendant,on the rise,-0.7081865072250366,-0.9427147507667542,-0.8486591577529907,0.709936797618866,0.5497184991836548,0.9810337424278259,1.0,1.0
断线风筝,A kite with a broken string,Broken line kite,drifting aimlessly,-0.50454181432724,-0.8457332849502563,-0.2640230357646942,0.4761558771133423,0.5078949332237244,0.9673081636428833,1.0,0.0
各奔前程,Each goes his own way,Go their separate ways,Each goes their own way.,-0.05514306202530861,-0.052512962371110916,-0.02276589348912239,0.9548811316490173,0.7764756083488464,0.9821984767913818,0.0,1.0
塞翁失马，焉知非福,Loss sometimes spells gain,"Sai Weng lost his horse, how can know it is not a blessing",A blessing in disguise.,-1.1569300889968872,-1.1543735265731812,-1.0543416738510132,0.5163099765777588,0.4128279387950897,0.9791120290756226,0.0,1.0
跃跃欲试,Itch to have a go,Eager to try,Itching to try it.,-0.08171743154525757,0.1588943749666214,-0.8586187362670898,0.8469513654708862,0.7489705085754395,0.9710460305213928,0.0,1.0
以己度人,Judge others by oneself,Save others by yourself,Judge others by your own standards.,-0.1438547968864441,-0.85086590051651,-0.46840935945510864,0.8011768460273743,0.6252360939979553,0.9641566276550293,1.0,1.0
坚壁清野,Strengthen the bulwarks and leave no provisions outside,Strong wall and clear field,Adopt a scorched-earth policy.,-0.8944114446640015,-0.33888211846351624,-0.48177284002304077,0.4003276228904724,0.5922034978866577,0.9527666568756104,0.0,0.0
以攻为守,Attack in order to defend,Offense as defense,The best defense is a good offense.,-0.40004923939704895,-0.7469589114189148,-0.7063114047050476,0.6695732474327087,0.7381459474563599,0.9779228568077087,1.0,0.0
身教胜于言教,Practice (or example) is better than precept,Teaching by example is better than teaching,Actions speak louder than words.,-0.2501890957355499,-0.776102602481842,-0.28342506289482117,0.6298738121986389,0.6962207555770874,0.9736365079879761,1.0,0.0
各行其是,Act as one pleases,Do their own thing,Everyone does their own thing.,-0.2688506841659546,-0.5676481127738953,-0.45624834299087524,0.603255569934845,0.571029007434845,0.9746127128601074,1.0,1.0
旁若无人,Act as if no one was nearby,No one else,Act as if no one else is around.,-0.20959322154521942,-1.121740698814392,-0.07277753949165344,0.9111008048057556,0.44027024507522583,0.9815071225166321,1.0,1.0
身价百倍,Skyrocket to fame,Worth a hundred times,See one's worth skyrocket a hundredfold.,-0.4365628659725189,-0.5306825041770935,-0.8347781300544739,0.6058558821678162,0.36217060685157776,0.98432856798172,1.0,1.0
以血还血,Demand (or pay) blood for blood,Blood for blood,An eye for an eye,-1.013742208480835,-0.7922405004501343,-0.791037380695343,0.39835232496261597,0.6600750088691711,0.9606013298034668,0.0,0.0
各抒己见,Each airs his own views,Express their opinions,Everyone speaks their mind.,-0.4287707507610321,0.31296128034591675,-0.12793084979057312,0.7955242991447449,0.8328952789306641,0.9865185618400574,0.0,0.0
以手加额,Place hand over one's forehead - in greeting,Top up by hand,to salute,-0.9964373707771301,-0.6445561647415161,-0.39711901545524597,0.3308166563510895,0.4120044410228729,0.9455674290657043,0.0,0.0
墨守成规,Stick to established practice,Stick to the rules,Play it by the book.,-0.8442545533180237,0.11864294111728668,0.18000514805316925,0.585020899772644,0.8485375642776489,0.9882914423942566,0.0,0.0
外强中干,Strong in appearance but weak in reality,Strong in the outside world,All show and no substance.,-0.9450871348381042,-0.9524995684623718,-0.6664843559265137,0.5834766626358032,0.5911910533905029,0.9710018038749695,1.0,0.0
身先士卒,Lead one's men in a charge,Lead the way,Lead from the front.,-0.4945039451122284,-0.46552813053131104,-0.7111287713050842,0.5957254767417908,0.5563526153564453,0.9539774060249329,0.0,1.0
旅进旅退,Have no definite views of one's own,Travel in and out,Has no opinions of their own.,-1.305917501449585,-0.7701235413551331,-1.2335957288742065,0.7744596004486084,0.3963128626346588,0.9626307487487793,0.0,1.0
多多益善,The more the merrier,The more the better,"The more, the merrier.",-0.8492988348007202,-0.7504474520683289,-0.8590800762176514,0.8818126320838928,0.858971893787384,0.9657520651817322,0.0,1.0
旋乾转坤,Effect a drastic change in nature or the established order of a country,Spin dry turn kun,Upend the established order.,-0.7792443633079529,-1.2504265308380127,-0.9535170197486877,0.6138470768928528,0.2916965186595917,0.9412766695022583,1.0,1.0
以身殉职,Die a martyr at one's post,Die in the line of duty,Die in the line of duty,-0.14327532052993774,-0.14327532052993774,-0.3646447956562042,0.7054529786109924,0.7054529786109924,0.953195333480835,0.0,0.0
既来之，则安之,"Since we are here, we may as well stay and make the best of it","They come, the security","Since we're here, we might as well make the best of it.",-0.6861193180084229,-1.598205804824829,-0.5679951310157776,0.8925402164459229,0.4195176661014557,0.9627082943916321,1.0,1.0
既往不咎,Let bygones be bygones,Let go of the past,Let bygones be bygones.,-0.9776732921600342,-0.6252121925354004,-0.9870347380638123,0.9129124283790588,0.4858650863170624,0.9633277058601379,0.0,1.0
身在福中不知福,Not appreciate the happy life one enjoys,"In the midst of happiness, don't know happiness",You don't know how good you have it.,-1.3235725164413452,-1.2510849237442017,-1.1381620168685913,0.4545820355415344,0.4585067629814148,0.943103551864624,0.0,0.0
以身作则,Set a good example to others,Lead by example,Lead by example,-0.02596568688750267,-0.02596568688750267,0.017512574791908264,0.6666650176048279,0.6666650176048279,0.9757267236709595,0.0,0.0
同舟共济,Pull together to tide over difficulties,Together in the same boat,We're all in the same boat.,-0.25726744532585144,-0.4682508409023285,-0.45202893018722534,0.5126779675483704,0.47206804156303406,0.9598492980003357,1.0,1.0
车到山前必有路,Things will eventually sort themselves out,There must be a road before the car reaches the mountain,We'll cross that bridge when we come to it.,-0.4735727310180664,-0.1756800264120102,-0.4491578936576843,0.3872651755809784,0.37930700182914734,0.9804014563560486,0.0,1.0
日不暇给,Fully occupied from morning to night,Days are not enough,There aren’t enough hours in the day.,-0.6801124215126038,-0.6936959624290466,-0.6403636336326599,0.4601723849773407,0.38343188166618347,0.9634936451911926,1.0,1.0
夙兴夜寐,Rise early and retire late,Suxing sleepy night,Rise early and stay up late.,-0.41998717188835144,-0.2994730770587921,-0.38718223571777344,0.8163442015647888,0.3540101945400238,0.9780440926551819,0.0,1.0
软硬皆施,Use both persuasion and force (or coercion),Both soft and hard,use both the carrot and the stick,-1.1806082725524902,-0.6612110137939453,-0.5432749390602112,0.37963369488716125,0.47287341952323914,0.9590715765953064,0.0,0.0
同仇敌忾,Share a bitter hatred of the enemy,Share the same hatred,United against a common enemy.,-0.1260988414287567,-0.4735247790813446,-0.44658422470092773,0.6397269368171692,0.7489884495735168,0.9582753777503967,1.0,0.0
多行不义必自毙,"If one keeps on doing unrighteous deeds, he is bound to come to ruin",Unjust is doomed to destruction,Keep doing wrong and you'll bring about your own downfall.,-0.7172158360481262,-0.5191301703453064,-0.42109909653663635,0.6351064443588257,0.5693743228912354,0.9365116357803345,0.0,1.0
以子之矛，攻子之盾,Turn somebody's battery against himself,"With the spear of the son, the shield of the son",Use their own weapon against them.,-1.3300832509994507,-1.25358247756958,-1.3761988878250122,0.6054486632347107,0.4185549020767212,0.9646126627922058,0.0,1.0
夜长梦多,A long delay means many hitches,Night long dream,Delay breeds trouble.,-0.5526373386383057,0.11051039397716522,-0.6531257033348083,0.767137348651886,0.43408605456352234,0.9653441905975342,0.0,1.0
以讹传讹,"Pass on rumours, incorrect readings, etc",To spread falsehoods,Pass on false information.,-0.21378770470619202,-0.1946978121995926,-0.38357415795326233,0.7645196318626404,0.6256209015846252,0.9620214104652405,0.0,1.0
以耳代目,Rely upon hearsay instead of seeing for oneself,Ears instead of eyes,take someone's word for it,-0.6132615804672241,-0.5392617583274841,-0.42096617817878723,0.5463839769363403,0.4852115213871002,0.9549269080162048,0.0,1.0
轻歌曼舞,Sing merrily and dance grace fully,Light songman dance,Sing joyfully and dance gracefully.,0.12781289219856262,-0.5669023394584656,-0.09766563773155212,0.8892163634300232,0.5332441926002502,0.9639362692832947,1.0,1.0
日暮途穷,On one's last legs,End of the day,On one's last legs.,-1.306694507598877,-0.8666664958000183,-1.3585600852966309,0.9152020812034607,0.5022605061531067,0.9565343260765076,0.0,1.0
日就月将,Daily progress and monthly advance,Day to month,"Making steady progress day by day, month by month.",-0.5439444184303284,-0.983892023563385,-0.6870138049125671,0.6173426508903503,0.4920274317264557,0.9722834229469299,1.0,1.0
轻重倒置,Put the trivial above the important,Inversion of light and heavy,Putting the cart before the horse.,-0.851608395576477,-0.8332406878471375,-0.6115248799324036,0.4747534692287445,0.4071747958660126,0.9623845219612122,0.0,1.0
夜以继日,Day and night,Around the clock,around the clock,-1.0152140855789185,-1.1999232769012451,-0.14939197897911072,0.47436198592185974,0.5157942771911621,0.9809321761131287,1.0,0.0
大风大浪,Violent storms and waves,Strong wind and waves,stormy seas,-1.3435083627700806,0.21839404106140137,0.18458227813243866,0.5220114588737488,0.8889077305793762,0.9815047383308411,0.0,0.0
以一当十,Pit one against ten,One to ten,A one-man army,-1.1418066024780273,-1.032870888710022,-0.9152386784553528,0.4626609981060028,0.6301193833351135,0.9788421988487244,0.0,0.0
以一警百,Punish one as a warning to others,One police one hundred,Make an example of one to deter the rest.,-0.6893449425697327,-1.0754847526550293,-0.7979909777641296,0.627903163433075,0.35380879044532776,0.941541850566864,1.0,1.0
日新月异,Never-ending changes and improvements,Changing with each passing day,constantly evolving,-0.4490824341773987,-0.46616503596305847,-0.07003091275691986,0.728931725025177,0.6069358587265015,0.9714265465736389,1.0,1.0
转祸为福,Turn a calamity into a blessing,Turn a misfortune into a blessing,Turn a setback into an opportunity.,-0.276473730802536,-0.12239296734333038,-0.2431158721446991,0.8375117182731628,0.915272057056427,0.9763931632041931,0.0,0.0
轻于鸿毛,Lighter than a (goose) feather - a death which is of no significance at all,Lighter than a feather,a death of no consequence,-0.6971367001533508,-0.4541880786418915,-0.6474706530570984,0.545989990234375,0.6689224243164062,0.9235243201255798,0.0,0.0
大敌当前,Confronted by the sworn enemies (or a formidable enemy),The enemy is currently,The enemy is at the gates.,-0.3637031018733978,-0.5258312821388245,-0.4675931930541992,0.5994690656661987,0.487017959356308,0.9453573226928711,1.0,1.0
日上三竿,It's late in the morning (referring to getting up late),Three poles in the sun,It's already mid-morning.,-1.0556190013885498,-0.8227998614311218,-0.8626170754432678,0.5918404459953308,0.3453795313835144,0.9424134492874146,0.0,1.0
大海捞针,Search (or look) for a needle in a haystack,Looking for a needle in a haystack,It's like looking for a needle in a haystack.,-0.3125922977924347,-0.5325804948806763,-0.5369149446487427,0.7728621959686279,0.7965436577796936,0.9466392397880554,1.0,0.0
